Trial,Dec_Latency_ns,Dec_RAM_Bytes,CPU_Percent,Dec_Throughput_bps
649,39258275,34693120,100.7,1068388664.56
650,39169183,34693120,100.9,1070818760.76
651,39103757,34693120,101.1,1072610388.82
652,39037720,34693120,101.3,1074424838.34
653,39290442,34693120,100.6,1067513977.06
654,39102923,34693120,126.2,1072633265.80
655,39214998,34693120,100.8,1069567719.98
656,38947980,34693120,101.4,1076900419.48
657,39223090,34693120,100.8,1069347060.62
658,39011591,34693120,101.3,1075144461.55
659,39035295,34693120,101.3,1074491585.12
660,39025220,34693120,76.0,1074768982.72
661,39010424,34693120,101.3,1075176624.59
662,39022850,34693120,101.3,1074834257.36
663,39025257,34693120,101.3,1074767963.73
664,38990795,34697216,101.2,1075717897.01
665,38980591,34697216,101.4,1075999489.08
666,39253386,34697216,100.7,1068521732.11
667,39077221,34697216,101.1,1073338761.73
668,38998591,34697216,101.3,1075502855.99
669,38987535,34697216,101.4,1075807844.74
670,39168553,34697216,100.9,1070835984.16
671,38953813,34697216,101.2,1076739162.86
672,39092276,34697216,101.1,1072925403.47
673,39002369,34697216,101.2,1075398676.42
674,39074905,34697216,101.2,1073402379.35
675,39058053,34697216,101.2,1073865509.89
676,39059424,34697216,101.2,1073827816.82
677,38983573,34697216,101.4,1075917181.83
678,39203590,34697216,100.8,1069878957.51
679,39070516,34697216,101.2,1073522960.38
680,39234163,34697216,100.7,1069045260.38
681,38949647,34697216,76.1,1076854329.39
682,39160628,34697216,100.9,1071052690.98
683,38958758,34697216,101.4,1076602493.33
684,39032813,34697216,101.3,1074559909.38
685,38919276,34697216,101.6,1077694662.15
686,39062517,34697216,101.2,1073742790.31
687,38978388,34697216,101.4,1076060302.96
688,39003350,34697216,101.2,1075371628.33
689,38959257,34697216,101.5,1076588703.94
690,39044498,34697216,101.2,1074238321.62
691,38984591,34697216,101.4,1075889086.54
692,39085424,34697216,75.9,1073113496.22
693,39141850,34697216,101.0,1071566520.23
694,38959591,34697216,101.5,1076579474.36
695,39028201,34697216,101.3,1074686891.15
696,39098424,34697216,101.0,1072756692.19
697,39057665,34697216,101.2,1073876177.70
698,39094072,34697216,101.0,1072876112.78
699,39035480,34697216,101.3,1074486492.80
700,38939795,34701312,101.5,1077126779.94
701,39178220,34701312,100.8,1070571761.56
702,39107295,34701312,101.1,1072513350.77
703,38941369,34701312,101.5,1077083242.76
704,39244886,34701312,100.7,1068753161.88
705,39297589,34701312,100.6,1067319829.72
706,38978313,34701312,101.4,1076062373.45
707,39173590,34705408,100.8,1070698294.44
708,39076220,34705408,101.2,1073366257.02
709,39002646,34705408,101.4,1075391038.85
710,39108887,34705408,101.1,1072469692.12
711,39122406,34705408,101.0,1072099093.29
712,39142165,34705408,101.0,1071557896.71
713,38906018,34705408,76.2,1078061908.06
714,38955905,34705408,101.5,1076681340.09
715,38989147,34705408,101.3,1075763365.64
716,39033147,34705408,101.3,1074550714.55
717,39063757,34705408,101.2,1073708706.51
718,39100368,34705408,101.1,1072703356.65
719,38956703,34705408,101.5,1076659285.05
720,39032665,34705408,101.3,1074563983.78
721,38964703,34705408,101.4,1076438231.80
722,39061665,34705408,101.2,1073766210.43
723,38899406,34705408,101.3,1078245153.67
724,38931702,34705408,101.5,1077350689.68
725,39060998,34705408,101.2,1073784545.90
726,39002925,34705408,101.4,1075383346.25
727,39083794,34705408,101.1,1073158250.71
728,39091442,34705408,101.1,1072948293.90
729,39074646,34705408,101.2,1073409494.23
730,39204201,34705408,100.8,1069862283.38
731,39240201,34705408,75.5,1068880763.38
732,39098961,34705408,101.0,1072741958.54
733,39076368,34705408,101.2,1073362191.70
734,39018313,34705408,101.3,1074959237.73
735,39045887,34705408,101.2,1074200107.17
736,39169145,34705408,100.9,1070819799.62
737,39063943,34705408,101.2,1073703594.13
738,39055350,34705408,101.2,1073939831.55
739,39011257,34705408,101.3,1075153666.54
740,39006054,34705408,101.3,1075297080.81
741,38972258,34705408,101.4,1076229557.96
742,39007406,34705408,101.4,1075259810.92
743,39060350,34705408,101.2,1073802359.68
744,39034961,34705408,101.3,1074500778.93
745,38918091,34705408,76.2,1077727476.41
746,39124701,34705408,101.0,1072036205.47
747,38938165,34705408,101.5,1077171869.81
748,39218479,34705408,100.7,1069472786.03
749,39011202,34705408,101.2,1075155182.35
750,39029146,34709504,101.2,1074660870.11
751,39039572,34709504,101.3,1074373868.65
752,39173886,34709504,100.9,1070690204.18
753,38905462,34709504,101.6,1078077314.70
754,39090035,34709504,101.1,1072986913.42
755,39218534,34709504,100.8,1069471286.20
756,39120257,34709504,126.2,1072157987.10
757,39828550,34709504,99.3,1053091212.21
758,39071498,34709504,75.9,1073495979.09
759,39024184,34709504,101.2,1074797515.30
760,38958054,34709504,101.5,1076621948.31
761,39129313,34709504,101.0,1071909849.27
762,39143201,34709504,101.0,1071529535.87
763,39119813,34709504,101.0,1072170155.82
764,39054721,34713600,101.2,1073957128.00
765,38951795,34713600,101.4,1076794946.16
766,39250349,34713600,100.7,1068604409.10
767,38946258,34713600,101.5,1076948034.39
768,38988091,34713600,101.3,1075792502.90
769,39021980,34713600,101.3,1074858220.93
770,38974424,34713600,101.4,1076169746.60
771,38919980,34713600,76.2,1077675168.38
772,39070497,34713600,101.2,1073523482.44
773,39054164,34713600,101.2,1073972445.04
774,39031720,34713600,101.2,1074590000.13
775,38974832,34713600,101.4,1076158480.94
776,39047553,34713600,101.3,1074154275.43
777,39039424,34713600,101.3,1074377941.64
778,39167016,34713600,100.9,1070878006.13
779,39166646,34713600,100.9,1070888122.51
780,39038924,34713600,101.3,1074391701.98
781,39124628,34713600,101.0,1072038205.71
782,38985035,34713600,101.4,1075876833.25
783,39236683,34713600,100.7,1068976600.29
784,38929813,34713600,101.6,1077402966.20
785,39027257,34713600,101.3,1074712885.92
786,39134794,34713600,101.0,1071759723.59
787,39264182,34713600,100.7,1068227933.54
788,39168553,34713600,100.9,1070835984.16
789,39040591,34713600,101.2,1074345826.37
790,39049720,34713600,101.2,1074094667.00
791,38953443,34713600,101.5,1076749390.29
792,39016646,34717696,101.2,1075005165.74
793,39053072,34717696,101.1,1074002475.40
794,39061665,34717696,101.2,1073766210.43
795,38939851,34717696,76.1,1077125230.91
796,39007461,34717696,101.3,1075258294.82
797,39165886,34717696,100.9,1070908902.71
798,38987924,34717696,101.4,1075797110.92
799,39089276,34717696,101.1,1073007747.70
800,39005776,34717696,101.3,1075304744.61
801,38892776,34717696,101.5,1078428960.69
802,39057016,34717696,101.2,1073894022.01
803,39102869,34717696,101.1,1072634747.08
804,39105980,34717696,101.1,1072549415.72
805,39214405,34717696,100.8,1069583893.98
806,39216090,34717696,100.7,1069537937.11
807,39011609,34717696,101.3,1075143965.48
808,39135516,34717696,101.0,1071739950.99
809,39015702,34717696,101.3,1075031175.91
810,39060775,34717696,101.1,1073790676.20
811,39064758,34717696,101.2,1073681193.67
812,38964498,34717696,101.4,1076443895.16
813,39055591,34717696,101.2,1073933204.60
814,39171165,34717696,100.9,1070764579.00
815,39074054,34717696,101.2,1073425757.15
816,39054849,34717696,75.9,1073953608.17
817,38895017,34717696,101.6,1078366825.24
818,39019924,34717696,101.3,1074914856.32
819,39079109,34717696,101.2,1073286906.31
820,39100442,34717696,101.1,1072701326.50
821,39015388,34717696,101.3,1075039827.88
822,39001628,34717696,101.3,1075419108.15
823,39024221,34717696,101.3,1074796496.26
824,39136609,34717696,101.0,1071710019.64
825,39072813,34717696,101.2,1073459850.46
826,38962758,34717696,101.4,1076491967.02
827,38984054,34717696,101.3,1075903906.76
828,39033887,34721792,101.3,1074530343.34
829,38897351,34721792,101.6,1078302118.83
830,38959702,34721792,101.5,1076576407.08
831,39216534,34721792,100.8,1069525828.06
832,39275441,34721792,100.7,1067921707.10
833,39120201,34721792,101.1,1072159521.88
834,39132942,34725888,101.0,1071810445.53
835,39045776,34725888,101.2,1074203160.93
836,38937276,34725888,76.1,1077196463.36
837,39031350,34725888,101.3,1074600186.77
838,38990202,34725888,101.4,1075734257.55
839,38962888,34725888,101.4,1076488375.30
840,39213498,34725888,100.8,1069608633.23
841,38982184,34725888,101.4,1075955518.55
842,38891332,34725888,101.7,1078469001.78
843,39155794,34725888,100.8,1071184918.38
844,38962406,34725888,101.4,1076501692.43
845,38969943,34725888,101.4,1076293491.11
846,39010183,34725888,101.3,1075183266.89
847,39068868,34725888,101.2,1073568243.65
848,38979925,34725888,101.4,1076017873.30
849,38962610,34725888,101.5,1076496056.09
850,39036628,34725888,101.3,1074454894.00
851,39029350,34725888,101.2,1074655253.03
852,38971443,34725888,101.4,1076252064.88
853,39011517,34725888,101.3,1075146500.97
854,39125350,34725888,101.0,1072018422.84
855,39114239,34725888,75.8,1072322946.13
856,39041832,34725888,101.2,1074311676.77
857,39234831,34725888,100.7,1069027059.15
858,39092924,34725888,101.1,1072907618.78
859,39128257,34725888,101.0,1071938778.16
860,38933387,34725888,101.4,1077304062.96
861,38958683,34725888,101.4,1076604565.92
862,38941684,34725888,101.5,1077074530.21
863,38911702,34725888,101.6,1077904430.91
864,39067758,34725888,101.2,1073598746.06
865,39053165,34725888,101.2,1073999917.80
866,39116239,34725888,101.0,1072268118.62
867,38967665,34725888,76.1,1076356409.86
868,38957277,34725888,101.5,1076643421.46
869,38987313,34725888,101.4,1075813970.56
870,38945572,34725888,101.5,1076967004.11
871,39078647,34725888,101.2,1073299595.04
872,38986887,34725888,101.4,1075825725.71
873,39059813,34725888,101.2,1073817122.47
874,39031369,34725888,101.3,1074599663.67
875,39002090,34725888,101.2,1075406369.25
876,39086702,34725888,101.1,1073078409.12
877,39150424,34729984,100.9,1071331845.60
878,39001943,34729984,101.3,1075410422.50
879,39107924,34729984,101.1,1072496100.79
880,39055238,34729984,101.2,1073942911.32
881,39054961,34729984,101.3,1073950528.33
882,39272238,34729984,100.7,1068008805.61
883,39102257,34729984,101.1,1072651535.18
884,39229960,34729984,100.7,1069159795.22
885,38999554,34729984,101.2,1075476299.04
886,38942888,34729984,101.5,1077041230.22
887,38994239,34729984,76.0,1075622888.81
888,39053553,34729984,101.2,1073989247.53
889,38946943,34729984,101.5,1076929093.00
890,38957295,34729984,101.5,1076642924.00
891,39003554,34734080,126.7,1075366003.83
892,39135183,34734080,100.8,1071749070.40
893,39040702,34734080,101.2,1074342771.81
894,39079258,34734080,101.1,1073282814.12
895,39044017,34734080,101.2,1074251555.62
896,39020647,34734080,101.3,1074894939.59
897,39022313,34734080,101.3,1074849048.54
898,38945999,34734080,101.5,1076955196.35
899,38948498,34734080,76.1,1076886097.12
900,38933998,34734080,101.4,1077287156.59
901,39287497,34734080,100.6,1067593998.16
902,39022443,34734080,101.3,1074845467.77
903,39133368,34734080,101.0,1071798777.96
904,39039943,34734080,101.2,1074363658.78
905,38922443,34734080,101.6,1077606973.44
906,39029832,34734080,101.3,1074641981.55
907,39197757,34734080,100.9,1070038165.70
908,39989272,34734080,98.9,1048858703.90
909,39175016,34734080,100.9,1070659320.22
910,39071998,34734080,101.2,1073482241.68
911,38972554,34734080,101.3,1076221383.90
912,38975702,34734080,101.4,1076134459.36
913,39008850,34734080,101.3,1075220007.77
914,39069128,34734080,101.2,1073561099.19
915,39053146,34734080,101.2,1074000440.32
916,38958517,34734080,101.5,1076609153.27
917,39019220,34734080,101.3,1074934250.35
918,39032573,34734080,101.3,1074566516.53
919,39026850,34734080,101.2,1074724093.80
920,38920628,34738176,76.1,1077657225.88
921,39114128,34738176,101.1,1072325989.22
922,38990998,34738176,101.4,1075712296.46
923,38939554,34738176,101.5,1077133446.37
924,39035721,34738176,101.3,1074479859.10
925,38966147,34738176,101.4,1076398341.36
926,39040813,34738176,101.3,1074339717.26
927,39226127,34738176,100.8,1069264268.69
928,39060350,34738176,101.2,1073802359.68
929,39187701,34738176,100.9,1070312749.40
930,38969165,34738176,101.4,1076314978.78
931,38992276,34738176,101.4,1075677039.22
932,39104368,34738176,75.8,1072593629.44
933,39141905,34738176,100.9,1071565014.53
934,39071331,34738176,101.2,1073500567.46
935,39106183,34738176,101.1,1072543848.12
936,39042405,34738176,101.1,1074295909.79
937,39089497,34738176,101.1,1073001681.24
938,39072276,34738176,101.2,1073474603.83
939,38974239,34738176,101.4,1076174854.88
940,38967091,34738176,101.4,1076372265.00
941,39020646,34738176,101.3,1074894967.14
942,38948887,34738176,101.5,1076875341.78
943,39158591,34738176,100.9,1071108406.33
944,38980387,34738176,101.0,1076005120.22
945,39073202,34738176,101.2,1073449163.44
946,38956128,34738176,101.5,1076675176.75
947,39046831,34738176,101.2,1074174137.20
948,39043720,34738176,101.2,1074259727.30
949,38920499,34738176,101.6,1077660797.72
950,39042591,34738176,101.3,1074290791.82
951,38894091,34738176,76.2,1078392499.26
952,38906202,34738176,101.6,1078056809.55
953,39024758,34738176,101.3,1074781706.53
954,38973054,34738176,101.4,1076207576.65
955,39218849,34742272,100.8,1069462696.37
956,39090387,34742272,101.1,1072977251.41
957,39145349,34742272,101.0,1071470738.45
958,39299996,34742272,100.6,1067254459.77
959,39029054,34742272,126.5,1074663403.32
960,39067535,34742272,101.2,1073604874.23
961,39081776,34742272,101.1,1073213663.58
962,38987851,34746368,101.3,1075799125.22
963,39026924,34746368,101.3,1074722055.98
964,39111424,34746368,75.8,1072400125.34
965,39019017,34746368,101.3,1074939842.80
966,39135071,34746368,101.0,1071752137.62
967,38953925,34746368,101.5,1076736067.03
968,38940924,34746368,101.5,1077095551.20
969,39042332,34746368,101.2,1074297918.47
970,39016276,34746368,101.3,1075015360.26
971,39037221,34746368,101.2,1074438572.36
972,39027850,34746368,101.3,1074696556.43
973,38959535,34746368,101.5,1076581021.82
974,39051554,34746368,101.2,1074044223.69
975,38952888,34746368,101.5,1076764731.80
976,38895369,34746368,101.5,1078357066.11
977,38953128,34746368,101.5,1076758097.58
978,39094238,34746368,101.1,1072871557.18
979,38942906,34746368,101.5,1077040732.40
980,39186349,34746368,100.9,1070349677.13
981,39091016,34746368,101.1,1072959986.51
982,38978443,34746368,101.4,1076058784.60
983,39153591,34746368,75.7,1071245189.23
984,39103035,34746368,101.1,1072630193.54
985,39106109,34746368,101.1,1072545877.68
986,38913813,34746368,101.6,1077845956.65
987,39061850,34746368,101.2,1073761124.99
988,38961424,34746368,101.5,1076528825.02
989,38916536,34746368,101.6,1077770539.50
990,39011776,34746368,101.3,1075139363.05
991,39039720,34746368,101.3,1074369795.69
992,39080831,34746368,101.1,1073239614.58
993,39094850,34746368,101.1,1072854762.20
994,38992757,34746368,101.4,1075663770.07
995,39137386,34746368,75.8,1071688742.83
996,38997165,34746368,101.4,1075542183.64
997,39171627,34746368,100.9,1070751950.13
998,38951350,34746368,101.5,1076807248.02
999,38975129,34746368,101.3,1076150280.35
1000,38985962,34746368,101.4,1075851251.28
