Trial,Latency_ns,RAM_Bytes,CPU_Percent,Throughput_bps
1,158873134,34553856,0.0,264004158.19
2,159204515,34553856,100.2,263454638.83
3,157904825,34553856,101.0,265623092.90
4,159768132,34553856,99.9,262525245.02
5,158877093,34553856,100.4,263997579.56
6,159475671,34553856,93.8,263006687.71
7,158886130,34553856,100.4,263982564.12
8,158891759,34553856,100.4,263973212.10
9,158863075,34553856,100.4,264020874.58
10,159834699,34553856,99.8,262415910.08
