Trial,Latency_ns,RAM_Bytes,CPU_Percent,Throughput_bps
1,160266650,34557952,0.0,261708646.18
2,161300450,34557952,98.9,260031314.23
3,160727339,34557952,99.2,260958516.83
4,161168491,34557952,99.0,260244218.58
5,161370707,34557952,98.9,259918102.73
6,160083414,34557952,99.7,262008205.30
7,159144962,34557952,100.2,263553225.14
8,158810603,34557952,100.5,264108108.70
9,160130856,34557952,99.6,261930580.08
10,160392256,34557952,99.5,261503697.54
