Trial,Latency_ns,RAM_Bytes,CPU_Percent,Throughput_bps
62,166439110,29396992,101.8,252003077.88
63,165692943,29396992,102.3,253137926.34
64,165211724,29396992,96.6,253875251.61
65,165160076,29396992,102.6,253954642.16
66,165499412,29396992,96.4,253433939.69
67,165541243,29396992,102.4,253369898.88
68,165103394,29396992,96.6,254041827.87
69,164622991,29396992,103.0,254783173.03
70,165436785,29396992,102.4,253529878.50
71,165156223,29401088,96.6,253960566.78
72,165082670,29401088,102.7,254073719.55
73,165219294,29401088,96.6,253863619.58
74,164990990,29401088,102.7,254214899.86
75,165767119,29401088,96.2,253024654.42
76,165168685,29401088,102.6,253941405.42
77,165534202,29401088,102.4,253380675.98
78,166112250,29401088,96.0,252498945.74
79,165037263,29401088,102.7,254143623.31
80,165770932,29401088,96.2,253018834.45
81,164818459,29401088,102.8,254481010.53
82,165366562,29401088,96.5,253637540.10
83,165431446,29401088,102.5,253538060.71
84,166158875,29401088,102.0,252428093.29
85,165483295,29405184,96.4,253458622.52
86,164937673,29405184,102.8,254297076.21
87,166745328,29405184,101.7,251540289.03
88,165486055,29405184,96.4,253454395.30
89,165541976,29405184,102.4,253368776.99
90,165085553,29405184,96.6,254069282.49
91,164615871,29405184,103.0,254794192.96
92,165549106,29405184,96.4,253357864.71
93,167152658,29405184,101.4,250927316.99
94,165739152,29405184,102.3,253067350.07
95,165558565,29405184,96.4,253343389.39
96,164654423,29405184,102.9,254734535.74
97,165729854,29405184,96.3,253081548.00
98,164966186,29405184,102.7,254253123.12
99,165295874,29405184,102.6,253746006.99
100,166427358,29405184,95.9,252020872.67
101,165599062,29405184,102.4,253281434.65
102,164796525,29405184,96.8,254514881.31
103,165162563,29405184,102.6,253950818.14
104,165598414,29405184,96.3,253282425.76
105,165233690,29405184,102.6,253841501.69
106,165815051,29405184,96.2,252951512.83
107,166501351,29405184,101.8,251908874.90
108,165659853,29405184,102.3,253188489.79
109,165405828,29405184,96.5,253577328.61
110,164771469,29405184,102.9,254553584.15
111,164686473,29405184,96.9,254684961.28
112,165443548,29405184,102.5,253519514.70
113,165184726,29405184,96.6,253916745.30
114,164489165,29409280,103.0,254990460.92
115,165022807,29409280,102.7,254165886.29
116,164970902,29409280,96.7,254245854.82
117,164877740,29409280,102.8,254389513.10
118,164968106,29409280,96.7,254250163.97
119,165334605,29409280,102.5,253686564.89
120,166274302,29409280,95.9,252252858.65
121,165547076,29409280,102.4,253360971.47
122,166127235,29409280,102.0,252476169.85
123,165422527,29409280,96.4,253551730.59
124,165690532,29409280,102.3,253141609.81
125,164934566,29409280,96.7,254301866.60
126,165219701,29409280,102.6,253862994.22
127,165139871,29409280,96.6,253985713.72
128,165224090,29409280,102.6,253856250.62
129,166319815,29409280,101.9,252183830.29
130,165452097,29409280,96.4,253506415.21
131,164993395,29409280,102.7,254211194.33
132,165146110,29409280,96.6,253976118.48
133,164825144,29409280,102.8,254470689.25
134,165028153,29409280,96.7,254157652.72
135,165151017,29409280,102.6,253968572.29
136,165425393,29409280,102.4,253547337.80
137,164742831,29409280,102.9,254597834.37
138,165708248,29409280,96.3,253114546.24
139,165553477,29409280,102.4,253351175.46
140,165327414,29409280,102.5,253697599.12
141,165185033,29409280,96.6,253916273.40
142,164740609,29409280,96.8,254601268.35
143,165177605,29409280,102.6,253927691.95
144,165607713,29409280,96.3,253268203.76
145,165427112,29409280,102.5,253544703.12
146,165313098,29409280,102.5,253719569.15
147,165237695,29409280,96.5,253835349.13
148,165145644,29413376,102.6,253976835.14
149,165403833,29413376,96.5,253580387.10
150,165471959,29413376,102.4,253475986.22
151,164772992,29413376,96.8,254551231.31
152,164727476,29413376,102.9,254621566.59
153,165044943,29413376,96.7,254131797.30
154,164656109,29413376,102.9,254731927.38
155,165199823,29413376,102.6,253893540.79
156,165239968,29417472,96.5,253831857.44
157,165645079,29417472,102.3,253211071.85
158,164535946,29417472,97.0,254917961.82
159,166264346,29417472,101.9,252267963.69
160,164837894,29417472,96.8,254451006.27
161,165565803,29417472,102.4,253332314.04
162,165184987,29417472,102.6,253916344.10
163,165543970,29417472,96.4,253365725.13
164,164632958,29417472,103.0,254767748.27
165,165135434,29417472,96.6,253992538.03
166,164822615,29417472,102.8,254474593.79
167,165374255,29417472,96.5,253625741.20
168,165748125,29417472,102.3,253053649.93
169,165367884,29417472,102.5,253635512.44
170,165089323,29417472,96.6,254063480.53
171,164868316,29417472,102.8,254404054.20
172,165151061,29417472,96.6,253968504.63
173,165696053,29417472,102.3,253133175.12
174,165514802,29417472,96.4,253410374.74
175,164877887,29417472,102.8,254389286.30
176,165511357,29417472,102.4,253415649.30
177,164847610,29417472,96.8,254436009.11
178,164977438,29417472,102.7,254235782.23
179,165526781,29417472,96.4,253392035.70
180,165100634,29417472,102.7,254046074.71
181,166333576,29417472,95.9,252162966.78
182,165640052,29417472,102.3,253218756.54
183,165953760,29417472,102.1,252740088.56
184,165357585,29417472,96.5,253651309.68
185,165423284,29417472,102.5,253550570.31
186,165155574,29417472,96.6,253961564.75
187,165724676,29417472,102.3,253089455.43
188,164963268,29417472,102.8,254257620.55
189,165267679,29417472,96.5,253789296.58
190,164708410,29417472,102.9,254651040.59
191,166038235,29417472,96.1,252611502.40
192,165611439,29417472,102.4,253262505.62
193,166154192,29417472,102.0,252435207.89
194,165221458,29417472,96.6,253860294.59
195,166055474,29417472,102.1,252585277.62
196,165136276,29417472,96.6,253991242.97
197,165615993,29417472,102.3,253255541.57
198,165946125,29417472,102.1,252751716.86
199,165117387,29421568,96.6,254020298.90
200,165458870,29421568,102.4,253496038.02
201,164823289,29421568,96.8,254473553.19
202,166188428,29421568,102.0,252383204.44
203,164979541,29421568,96.7,254232541.48
204,165418648,29421568,102.5,253557676.28
205,165614120,29421568,102.4,253258405.74
206,165138087,29421568,96.6,253988457.55
207,164889229,29421568,102.8,254371787.98
208,164848102,29421568,96.8,254435249.73
209,165271173,29421568,102.6,253783931.21
210,165515272,29421568,96.4,253409655.15
211,165605490,29421568,102.3,253271603.50
212,165204083,29425664,102.6,253886993.82
213,165571936,29425664,96.4,253322930.28
214,165875033,29425664,102.2,252860043.14
215,164857784,29425664,96.8,254420306.90
216,164940834,29425664,102.8,254292202.74
217,166529499,29425664,101.8,251866295.47
218,165821237,29425664,96.2,252942076.41
219,165480531,29425664,102.4,253462856.00
220,164577518,29425664,96.9,254853569.98
221,165415422,29425664,102.5,253562621.27
222,164892724,29425664,96.7,254366396.42
223,164936981,29425664,102.8,254298143.12
224,165969876,29425664,102.1,252715547.01
225,164814968,29425664,96.8,254486400.77
226,164975664,29425664,102.7,254238516.05
227,165000163,29425664,96.7,254200767.06
228,164770043,29425664,102.9,254555787.18
229,165132099,29425664,96.6,253997667.65
230,165404735,29425664,102.5,253579004.25
231,164745988,29425664,96.8,254592955.55
232,164773228,29425664,102.9,254550866.72
233,164818410,29425664,96.8,254481086.18
234,165149430,29425664,102.6,253971012.80
235,165722477,29425664,102.3,253092813.72
236,164983327,29425664,96.7,254226707.41
237,165120543,29425664,102.7,254015443.74
238,166547549,29425664,95.8,251838998.84
239,165999889,29425664,102.1,252669855.70
240,165062155,29425664,102.7,254105297.49
241,165656997,29429760,102.3,253192854.87
242,166068218,29429760,96.1,252565894.34
243,164617399,29429760,103.0,254791827.93
244,164951087,29429760,102.8,254276396.49
245,165171909,29429760,96.6,253936448.72
246,164943455,29429760,102.8,254288161.96
247,167024523,29429760,95.5,251119819.09
248,165476189,29429760,102.4,253469506.72
249,165778360,29429760,102.2,253007497.48
250,164732891,29429760,96.8,254613196.83
251,165385730,29429760,102.5,253608143.82
252,165610644,29429760,96.3,253263721.38
253,165771451,29429760,102.3,253018042.29
254,165070929,29429760,96.6,254091791.05
255,166439512,29429760,101.8,252002469.22
256,164934214,29429760,102.8,254302409.32
257,164607933,29429760,96.9,254806480.07
258,165612086,29429760,102.3,253261516.19
259,164916434,29429760,96.7,254329826.22
260,165669361,29429760,102.3,253173958.94
261,166349422,29429760,95.9,252138946.42
262,165556460,29429760,102.4,253346610.58
263,165344507,29429760,96.5,253671372.34
264,165023687,29429760,102.7,254164530.94
265,165391299,29429760,102.5,253599604.41
266,164994300,29429760,96.7,254209799.97
267,165967771,29429760,102.1,252718752.24
268,164794921,29429760,96.8,254517358.58
269,165175606,29429760,102.6,253930765.05
270,164762532,29429760,96.8,254567391.57
271,165677543,29429760,102.3,253161455.93
272,165068517,29429760,96.6,254095503.87
273,166055191,29429760,102.1,252585708.09
274,165900106,29429760,102.2,252821827.61
275,166019193,29429760,96.1,252640476.33
276,164427472,29433856,103.1,255086133.05
277,165159770,29433856,96.6,253955112.68
278,165257210,29433856,102.6,253805374.06
279,165548085,29433856,102.4,253359427.26
280,165987563,29433856,96.1,252688618.60
281,165835201,29433856,102.2,252920777.66
282,166133055,29433856,102.0,252467325.06
283,165413553,29433856,96.4,253565486.26
284,166521148,29437952,101.8,251878926.51
285,165895289,29437952,96.2,252829168.65
286,166860983,29437952,101.6,251365940.95
287,165100178,29437952,102.7,254046776.38
288,166213975,29437952,96.0,252344413.28
289,165346165,29437952,102.5,253668828.67
290,165742127,29437952,102.3,253062807.62
291,165148971,29437952,96.6,253971718.66
292,164860466,29437952,102.8,254416167.91
293,164634199,29437952,96.9,254765827.85
294,165463769,29437952,102.4,253488532.59
295,165019327,29437952,96.7,254171246.26
296,165200763,29437952,102.6,253892096.13
297,165143599,29437952,96.6,253979980.17
298,165708942,29437952,102.3,253113486.18
299,165395680,29437952,96.5,253592887.07
300,165895932,29437952,102.2,252828188.70
301,165479767,29437952,102.4,253464026.21
302,165346107,29437952,96.5,253668917.65
303,165604223,29437952,102.4,253273541.22
304,165759346,29437952,96.2,253036519.58
305,166545012,29437952,101.8,251842835.14
306,165076932,29437952,102.7,254082551.04
307,164876554,29437952,96.8,254391342.99
308,164731986,29437952,102.9,254614595.61
309,165476617,29437952,96.4,253468851.13
310,165219296,29437952,102.6,253863616.51
311,166175158,29437952,96.0,252403358.63
312,165367788,29437952,102.5,253635659.68
313,164853016,29437952,102.8,254427665.43
314,164890347,29437952,102.8,254370063.28
315,165211258,29437952,96.5,253875967.70
316,165296828,29437952,102.6,253744542.51
317,165678291,29437952,96.3,253160312.96
318,165121871,29437952,102.7,254013400.81
319,165491577,29437952,102.4,253445938.22
320,165174128,29437952,96.6,253933037.26
321,165772600,29437952,102.3,253016288.58
322,165092966,29437952,96.6,254057874.28
323,164849366,29437952,96.7,254433298.82
324,165210181,29437952,102.6,253877622.71
325,165127925,29437952,102.6,254004088.04
326,165251512,29442048,96.5,253814125.46
327,165101112,29442048,102.7,254045339.20
328,165099260,29442048,96.6,254048188.95
329,165467187,29442048,102.4,253483296.36
330,166073731,29442048,96.1,252557510.13
331,165350265,29442048,102.5,253662538.73
332,165518757,29442048,102.4,253404319.61
333,165263473,29442048,96.5,253795755.58
334,166318589,29442048,101.9,252185689.24
335,166269314,29442048,101.9,252260426.12
336,166312959,29442048,95.9,252194226.19
337,165554254,29442048,102.4,253349986.40
338,165758892,29442048,96.2,253037212.63
339,166385603,29442048,101.9,252084118.12
340,165628343,29446144,102.3,253236657.69
341,165328302,29446144,96.5,253696236.47
342,165651563,29446144,108.3,253201160.56
343,165242971,29446144,96.6,253827244.49
344,164624611,29446144,103.0,254780665.81
345,164958355,29446144,96.7,254265193.18
346,165316486,29446144,102.5,253714369.42
347,165153383,29446144,96.6,253964933.92
348,164959558,29446144,102.8,254263338.90
349,165089014,29446144,96.6,254063956.07
350,165658283,29446144,102.3,253190889.34
351,166311863,29446144,101.9,252195888.16
352,165181621,29446144,96.6,253921518.30
353,165593824,29446144,102.4,253289446.35
354,165444922,29446144,96.4,253517409.26
355,165279837,29446144,102.6,253770627.81
356,165315149,29446144,102.5,253716421.35
357,164690976,29446144,96.9,254677997.66
358,166743211,29446144,101.7,251543482.63
359,164878504,29446144,96.8,254388334.33
360,165356388,29446144,102.5,253653145.83
361,166017948,29446144,102.1,252642370.93
362,164851263,29446144,96.8,254430370.97
363,165563543,29446144,102.4,253335772.11
364,166167533,29446144,96.0,252414940.77
365,165113306,29446144,102.7,254026577.36
366,165960968,29446144,102.1,252729111.58
367,166968364,29446144,95.5,251204282.03
368,165105324,29450240,102.7,254038858.25
369,164976978,29450240,96.7,254236491.11
370,165096361,29450240,102.7,254052649.89
371,166575883,29450240,101.7,251796161.87
372,165538839,29450240,96.4,253373578.39
373,165563467,29450240,102.4,253335888.41
374,165183448,29450240,96.6,253918709.82
375,164909350,29450240,102.8,254340751.45
376,165264592,29450240,102.6,253794037.14
377,165512395,29450240,96.4,253414060.02
378,164581365,29450240,96.9,254847612.91
379,165270591,29450240,102.6,253784824.91
380,165431397,29450240,96.4,253538135.81
381,165119098,29450240,102.6,254017666.69
382,165478525,29450240,102.4,253465928.58
383,165194224,29450240,96.6,253902146.12
384,165714198,29450240,102.3,253105458.11
385,165507485,29450240,96.4,253421577.88
386,165002676,29450240,102.7,254196895.57
387,164807574,29450240,96.8,254497818.16
388,164737226,29450240,102.9,254606496.77
389,164742003,29450240,96.9,254599113.99
390,165745010,29450240,102.3,253058405.80
391,166251559,29450240,101.9,252287366.52
392,165622052,29450240,96.3,253246276.65
393,165523075,29450240,102.4,253397709.05
394,166470660,29450240,101.8,251955317.53
395,166601561,29450240,95.8,251757352.98
396,165092613,29450240,102.7,254058417.50
397,165161647,29450240,96.6,253952226.57
398,165951554,29450240,102.1,252743448.25
399,165034412,29450240,102.7,254148013.69
400,165597219,29450240,96.3,253284253.52
401,165008413,29450240,102.7,254188057.67
402,164939916,29458432,96.7,254293618.05
403,165201088,29466624,102.6,253891596.65
404,165862056,29466624,96.2,252879826.84
405,165841742,29466624,102.2,252910802.15
406,165553109,29466624,102.4,253351738.63
407,164800237,29466624,96.8,254509148.55
408,165265677,29466624,102.6,253792370.93
409,165629436,29466624,96.3,253234986.56
410,165725044,29466624,102.3,253088893.43
411,165885999,29470720,102.2,252843327.66
412,165040002,29470720,96.7,254139405.55
413,166142986,29470720,102.0,252452234.13
414,165768985,29470720,96.2,253021806.22
415,165284378,29470720,102.6,253763655.75
416,165432575,29470720,102.5,253536330.44
417,164998354,29470720,96.7,254203554.05
418,164792679,29470720,102.9,254520821.28
419,166920484,29470720,95.6,251276338.26
420,165279822,29470720,102.6,253770650.84
421,165608398,29470720,102.4,253267156.17
422,165801519,29470720,96.2,252972157.63
423,164852175,29470720,96.8,254428963.40
424,165252489,29470720,102.6,253812624.87
425,165526125,29470720,102.4,253393039.92
426,165103644,29470720,96.6,254041443.20
427,165597157,29470720,102.4,253284348.35
428,165170807,29470720,96.6,253938142.96
429,165888050,29470720,102.2,252840201.57
430,164622704,29470720,96.9,254783617.21
431,164874265,29470720,102.8,254394874.79
432,166037246,29470720,102.1,252613007.08
433,165493363,29470720,96.4,253443203.04
434,166227958,29470720,102.0,252323186.21
435,165905547,29470720,96.2,252813536.13
436,165431571,29470720,102.5,253537869.14
437,165032349,29470720,102.7,254151190.69
438,167358515,29470720,95.3,250618667.36
439,165329333,29470720,102.5,253694654.41
440,164721233,29470720,96.9,254631216.85
441,164781915,29470720,102.9,254537447.27
442,165680242,29470720,102.3,253157331.82
443,164868540,29470720,96.8,254403708.55
444,164913316,29470720,102.8,254334634.81
445,165158692,29470720,96.6,253956770.26
446,164920593,29470720,102.8,254323412.48
447,165165266,29470720,96.6,253946662.13
448,166025891,29470720,102.1,252630284.03
449,165395329,29470720,102.5,253593425.24
450,165207097,29470720,96.6,253882361.97
451,164847594,29470720,102.8,254436033.81
452,165263908,29470720,102.6,253795087.55
453,165714424,29470720,96.2,253105112.93
454,165008476,29474816,102.7,254187960.62
455,164952478,29474816,96.7,254274252.25
456,165173411,29474816,102.6,253934139.56
457,165558392,29474816,96.4,253343654.12
458,165308941,29474816,102.5,253725949.40
459,165198058,29474816,96.6,253896253.43
460,165533746,29474816,102.4,253381373.97
461,164877832,29474816,102.8,254389371.16
462,165748864,29474816,96.3,253052521.68
463,166233451,29474816,102.0,252314848.47
464,166206378,29474816,102.0,252355947.50
465,165565335,29474816,96.4,253333030.13
466,164770225,29474816,102.9,254555506.01
467,165985204,29478912,96.1,252692209.84
468,165906300,29478912,102.2,252812388.68
469,165364880,29478912,96.5,253640119.96
470,165134800,29478912,102.7,253993513.18
471,165166112,29478912,102.6,253945361.38
472,165017008,29478912,102.7,254174818.15
473,165249627,29478912,96.5,253817020.72
474,164527588,29478912,103.0,254930911.65
475,165335843,29478912,96.5,253684665.34
476,164736539,29478912,102.9,254607558.56
477,165404248,29478912,96.5,253579750.87
478,165048099,29478912,102.7,254126937.87
479,165202239,29478912,102.6,253889827.73
480,164806628,29478912,96.8,254499279.00
481,164809757,29478912,102.7,254494447.19
482,165187035,29478912,96.5,253913196.03
483,165864540,29478912,102.2,252876039.69
484,165799968,29478912,96.2,252974524.10
485,165810357,29478912,102.2,252958673.75
486,164981859,29478912,102.7,254228969.50
487,166429992,29478912,95.9,252016884.07
488,165239550,29478912,102.6,253832499.54
489,165757914,29478912,102.3,253038705.59
490,165345785,29478912,96.5,253669411.65
491,164901658,29478912,102.8,254352615.42
492,165516907,29478912,96.4,253407151.94
493,164797070,29478912,102.8,254514039.60
494,165545978,29478912,96.4,253362651.92
495,165578532,29478912,102.4,253312838.89
496,165053186,29483008,96.7,254119105.58
497,165388319,29483008,102.5,253604173.82
498,166057990,29483008,102.1,252581450.61
499,165443834,29483008,96.4,253519076.45
500,165710191,29483008,102.3,253111578.39
501,165854573,29483008,102.2,252891236.23
502,165878979,29483008,96.2,252854028.00
503,164934136,29483008,102.8,254302529.59
504,165088906,29483008,96.6,254064122.27
505,165485812,29483008,102.4,253454767.47
506,165423463,29483008,96.4,253550295.95
507,164862879,29483008,102.8,254412444.17
508,166024120,29483008,102.1,252632978.87
509,165448758,29483008,96.4,253511531.35
510,165806963,29483008,102.2,252963851.71
511,165143197,29483008,96.6,253980598.43
512,165728133,29483008,102.3,253084176.12
513,165595842,29483008,102.4,253286359.69
514,165423961,29483008,96.4,253549532.65
515,165203861,29483008,102.6,253887334.99
516,166190832,29483008,96.0,252379553.64
517,165057904,29483008,102.7,254111841.87
518,165452219,29483008,102.5,253506228.28
519,165130715,29483008,96.6,253999796.46
520,165068440,29483008,102.7,254095622.40
521,165206508,29483008,96.6,253883267.12
522,164789047,29483008,102.9,254526431.00
523,165549805,29483008,96.4,253356794.95
524,166252363,29483008,102.0,252286146.45
525,165383553,29483008,102.5,253611482.15
526,165522417,29483008,96.4,253398716.38
527,165707798,29483008,102.3,253115233.60
528,166280455,29483008,95.9,252243524.35
529,164529760,29483008,103.0,254927546.24
530,165375553,29483008,102.5,253623750.54
531,166124684,29487104,96.0,252480046.85
532,165718611,29487104,102.3,253098718.04
533,164822043,29487104,96.8,254475476.92
534,165151749,29487104,102.6,253967446.63
535,165616541,29487104,102.4,253254703.59
536,165578728,29487104,96.3,253312539.04
537,165518990,29487104,102.4,253403962.89
538,164768267,29491200,96.8,254558530.98
539,165448197,29491200,102.5,253512390.95
540,165490287,29491200,96.4,253447913.83
541,165086195,29491200,102.7,254068294.44
542,165266963,29491200,102.6,253790396.09
543,165834603,29491200,96.2,252921689.69
544,164700787,29491200,102.9,254662826.84
545,165860805,29491200,96.2,252881734.17
546,164752321,29491200,102.9,254583169.12
547,165795567,29491200,96.2,252981239.24
548,165194670,29491200,102.6,253901460.62
549,165376771,29491200,102.5,253621882.60
550,165677350,29491200,96.3,253161750.84
551,165007401,29491200,96.7,254189616.62
552,164986086,29491200,102.7,254222456.07
553,165509079,29491200,102.4,253419137.21
554,165105543,29491200,96.6,254038521.29
555,165891542,29491200,102.2,252834879.31
556,165353087,29491200,96.5,253658209.60
557,166197527,29491200,102.0,252369386.94
558,165478636,29491200,102.4,253465758.56
559,165240239,29491200,96.6,253831441.14
560,164952790,29491200,102.7,254273771.30
561,164868090,29491200,96.8,254404402.94
562,165780973,29491200,102.3,253003509.64
563,168105991,29491200,100.8,249504302.32
564,164928273,29491200,96.7,254311569.73
565,164871626,29491200,102.8,254398946.73
566,164893181,29491200,96.8,254365691.45
567,164828739,29491200,102.8,254465139.12
568,165548093,29491200,96.4,253359415.02
569,165036451,29491200,102.7,254144873.73
570,165907261,29491200,102.2,252810924.29
571,165708752,29491200,96.3,253113776.39
572,165468170,29491200,102.4,253481790.49
573,164892031,29491200,96.8,254367465.46
574,165210256,29491200,102.6,253877507.46
575,164877087,29491200,96.8,254390520.62
576,165818023,29491200,102.2,252946979.11
577,166201486,29491200,102.0,252363375.38
578,165186405,29491200,96.6,253914164.43
579,165611218,29491200,102.4,253262843.58
580,165110446,29491200,96.5,254030977.54
581,164404572,29495296,103.1,255121664.13
582,166454714,29495296,101.8,251979454.30
583,167058814,29495296,101.4,251068273.48
584,164712371,29495296,96.9,254644916.74
585,165444021,29495296,102.5,253518789.90
586,165296621,29495296,96.5,253744860.28
587,164875104,29495296,102.8,254393580.25
588,165658826,29495296,96.3,253190059.43
589,165639844,29495296,102.3,253219074.51
590,165232474,29495296,102.6,253843369.80
591,165493647,29495296,96.4,253442768.11
592,165039947,29495296,102.7,254139490.24
593,165671749,29495296,96.3,253170309.68
594,166346180,29495296,101.9,252143860.47
595,166356327,29499392,101.9,252128480.81
596,165729413,29499392,96.3,253082221.44
597,166115412,29499392,102.0,252494139.44
598,165435223,29499392,102.4,253532272.27
599,165816742,29499392,96.2,252948933.23
600,165802631,29499392,96.2,252970461.01
601,165307895,29499392,102.5,253727554.88
602,165533198,29499392,102.4,253382212.79
603,165612436,29499392,96.3,253260980.96
604,165544143,29499392,102.4,253365460.35
605,165396557,29499392,96.5,253591542.42
606,165025594,29499392,102.7,254161593.87
607,166437784,29499392,101.8,252005085.58
608,164925227,29499392,96.7,254316266.61
609,165532679,29499392,102.4,253383007.23
610,165676376,29499392,96.3,253163239.16
611,165865201,29499392,102.2,252875031.94
612,165540012,29499392,102.4,253371783.01
613,165203694,29499392,96.6,253887591.64
614,165732983,29499392,102.3,253076769.88
615,164950873,29499392,96.7,254276726.38
616,164793677,29499392,102.8,254519279.89
617,165361890,29499392,96.5,253644706.17
618,165395925,29499392,102.5,253592511.42
619,165016665,29499392,96.7,254175346.47
620,165146899,29499392,102.6,253974905.09
621,165531214,29499392,102.4,253385249.75
622,165334131,29499392,96.5,253687292.19
623,164719068,29499392,102.9,254634563.62
624,166118445,29503488,96.0,252489529.38
625,165826384,29503488,102.2,252934225.47
626,165203173,29503488,102.6,253888392.33
627,165491697,29503488,102.4,253445754.44
628,165325297,29503488,96.5,253700847.73
629,164850579,29503488,102.8,254431426.66
630,165721222,29503488,96.3,253094730.38
631,165453013,29503488,102.5,253505011.72
632,166254584,29503488,101.9,252282776.15
633,165106232,29503488,96.6,254037461.17
634,165220097,29503488,102.6,253862385.76
635,165101862,29503488,96.6,254044185.16
636,166172440,29503488,102.0,252407487.07
637,165273502,29503488,102.6,253780354.94
638,165604966,29503488,96.3,253272404.89
639,165278057,29503488,102.6,253773360.85
640,165155747,29503488,96.6,253961298.72
641,166729561,29503488,101.7,251564076.27
642,164975664,29503488,102.7,254238516.05
643,165895730,29503488,96.2,252828496.55
644,166528884,29503488,101.8,251867225.63
645,165017568,29503488,96.7,254173955.59
646,165438974,29503488,102.5,253526523.93
647,165213707,29503488,102.6,253872204.44
648,166099090,29503488,96.0,252518951.19
649,164931961,29503488,102.8,254305883.14
650,165415678,29503488,96.4,253562228.85
651,165596983,29503488,102.3,253284614.49
652,165040658,29503488,102.7,254138395.40
653,164508796,29503488,97.0,254960032.65
654,165183597,29503488,102.6,253918480.78
655,164789319,29503488,96.8,254526010.88
656,164866573,29503488,102.8,254406743.81
657,165763179,29503488,96.2,253030668.53
658,165384826,29507584,102.5,253609530.05
659,164954180,29507584,96.7,254271628.64
660,165236500,29507584,102.6,253837184.88
661,165384381,29507584,102.5,253610212.44
662,166251505,29507584,96.0,252287448.47
663,166533121,29507584,101.8,251860817.52
664,165042342,29507584,96.7,254135802.31
665,165386436,29507584,102.5,253607061.22
666,165176576,29511680,102.6,253929273.85
667,164878646,29511680,96.8,254388115.24
668,164881126,29511680,102.8,254384288.96
669,164900033,29511680,96.7,254355121.93
670,165231943,29511680,102.6,253844185.56
671,165734307,29511680,96.3,253074748.13
672,164667118,29511680,102.9,254714897.00
673,165705142,29511680,96.3,253119290.65
674,164901402,29511680,102.8,254353010.29
675,165221905,29511680,96.6,253859607.78
676,164865033,29511680,102.8,254409120.22
677,166055402,29511680,96.1,252585387.13
678,164473848,29511680,103.0,255014207.49
679,164859256,29511680,96.8,254418035.22
680,165319029,29511680,102.5,253710466.69
681,165345731,29511680,102.5,253669494.50
682,164498791,29511680,97.0,254975539.61
683,165599368,29511680,96.3,253280966.63
684,165219441,29511680,102.6,253863393.72
685,165047061,29511680,96.7,254128536.10
686,165540814,29511680,102.4,253370555.49
687,165553202,29511680,102.4,253351596.30
688,165282641,29511680,96.5,253766322.62
689,165287549,29511680,102.6,253758787.36
690,165725250,29511680,96.3,253088578.84
691,165372507,29511680,102.5,253628422.04
692,164584767,29511680,96.9,254842345.16
693,165285584,29511680,102.6,253761804.18
694,165852427,29511680,102.2,252894508.44
695,164608672,29511680,96.9,254805336.14
696,164949415,29511680,102.8,254278973.95
