Trial,Dec_Latency_ns,Dec_RAM_Bytes,CPU_Percent,Dec_Throughput_bps
693,54205796,35000320,109.7,773776442.65
694,54005760,35000320,91.8,776642491.47
695,54122759,35000320,91.5,774963597.11
696,54109462,35000320,109.9,775154038.68
697,54131981,35000320,91.6,774831573.22
698,54033815,35000320,110.1,776239249.44
699,53976778,35000320,91.8,777059497.70
700,54028593,35000320,91.7,776314274.92
701,54107759,35000320,109.9,775178436.05
702,54167203,35000320,91.5,774327742.19
703,54144685,35000320,109.8,774649774.03
704,54046556,35000320,91.7,776056257.87
705,54167667,35000320,109.8,774321109.31
706,54010741,35000320,91.8,776570867.64
707,54050593,35000320,110.0,775998294.78
708,54176222,35004416,91.4,774198835.79
709,54093648,35004416,109.9,775380650.98
710,54392609,35004416,91.1,771118884.92
711,54381536,35004416,109.4,771275897.76
712,54476499,35004416,91.0,769931415.75
713,54055612,35004416,110.0,775926244.25
714,54047390,35004416,91.7,776044282.62
715,54163092,35004416,91.5,774386513.98
716,54179667,35008512,109.8,774149608.56
717,54023019,35008512,91.7,776394373.67
718,54250444,35008512,109.6,773139626.29
719,54275332,35008512,91.3,772785102.45
720,54206536,35008512,109.7,773765879.45
721,54362017,35008512,91.2,771552828.88
722,54000630,35008512,110.1,776716271.64
723,54119315,35008512,91.6,775012913.60
724,54026963,35008512,110.1,776337696.42
725,54061630,35008512,91.7,775839870.16
726,54009945,35008512,91.8,776582312.76
727,54095685,35008512,110.0,775351453.63
728,54157259,35008512,91.5,774469919.17
729,54187777,35008512,109.8,774033745.65
730,54133760,35008512,91.6,774806109.90
731,54012963,35008512,110.0,776538920.85
732,54107000,35008512,91.6,775189310.07
733,54123685,35008512,109.9,774950338.29
734,54035260,35008512,91.7,776218491.41
735,54095722,35008512,109.9,775350923.31
736,54143389,35008512,91.5,774668316.38
737,54114870,35008512,109.9,775076573.22
738,54055241,35008512,91.7,775931569.71
739,54239333,35008512,91.4,773298004.97
740,54091056,35008512,109.9,775417806.60
741,54043037,35008512,91.7,776106790.59
742,54108463,35008512,109.9,775168350.28
743,54057389,35008512,91.7,775900737.64
744,54023667,35008512,110.1,776385061.01
745,54069315,35008512,91.6,775729598.20
746,54073000,35008512,109.9,775676733.30
747,54129073,35008512,91.3,774873199.84
748,54311907,35008512,109.4,772264689.58
749,54016389,35008512,91.7,776489668.72
750,54241554,35008512,109.6,773266341.15
751,54225129,35012608,109.6,773500566.50
752,54136703,35012608,91.5,774763989.60
753,54170389,35012608,91.4,774282200.56
754,54358924,35012608,109.4,771596729.91
755,54428240,35012608,91.1,770614078.28
756,54115481,35012608,109.9,775067822.09
757,54001889,35012608,91.8,776698163.28
758,54350110,35012608,91.2,771721860.36
759,54050797,35012608,110.0,775995365.99
760,54194685,35012608,91.5,773935082.38
761,54289073,35012608,109.5,772589504.34
762,54236833,35012608,91.4,773333649.48
763,54209962,35012608,109.7,773716978.44
764,54010371,35012608,91.8,776576187.56
765,54121370,35012608,109.9,774983486.19
766,54094408,35012608,91.6,775369757.26
767,54246869,35012608,109.6,773190578.06
768,53947205,35012608,91.8,777485469.36
769,54095018,35012608,91.6,775361013.84
770,54132629,35012608,109.9,774822298.03
771,54054334,35012608,91.7,775944589.38
772,54001482,35012608,110.0,776704017.12
773,53979297,35012608,91.8,777023235.41
774,54066778,35012608,110.0,775765998.11
775,54047611,35012608,91.7,776041109.38
776,54187741,35012608,109.7,774034259.89
777,54205870,35012608,91.4,773775386.32
778,54065204,35012608,110.0,775788582.99
779,54053797,35012608,91.7,775952298.04
780,54120889,35016704,91.6,774990373.86
781,54056149,35016704,109.9,775918536.11
782,53969482,35016704,110.2,777164546.44
783,54109074,35016704,91.5,775159597.08
784,54084352,35016704,110.0,775513923.14
785,54151999,35016704,91.5,774545146.52
786,53964426,35016704,110.1,777237360.03
787,54183963,35016704,91.5,774088229.76
788,54007445,35016704,110.1,776618260.69
789,54293425,35016704,91.3,772527575.85
790,54161703,35016704,109.8,774406373.45
791,54161481,35016704,91.5,774409547.63
792,54181425,35016704,109.8,774124490.08
793,54280203,35020800,91.3,772715754.21
794,54324128,35020800,109.5,772090957.45
795,54133370,35020800,91.5,774811691.94
796,54130407,35020800,91.5,774854103.72
797,54056093,35020800,110.0,775919339.93
798,54116500,35020800,91.6,775053227.76
799,54055686,35020800,110.0,775925182.04
800,54041167,35020800,91.7,776133646.41
801,54164741,35020800,109.9,774362938.43
802,53999556,35020800,91.8,776731719.79
803,54138907,35020800,109.9,774732448.88
804,53998279,35020800,91.8,776750088.65
805,54043667,35020800,91.7,776097743.33
806,54076481,35020800,109.8,775626801.60
807,54109074,35020800,91.6,775159597.08
808,54001815,35020800,91.8,776699227.61
809,53979945,35020800,110.2,777013907.67
810,54020352,35020800,91.7,776432704.47
811,54158166,35020800,109.8,774456948.93
812,53973242,35020800,91.8,777110405.93
813,54095500,35020800,109.9,775354105.24
814,54155000,35020800,91.5,774502225.09
815,54089445,35020800,109.9,775440901.64
816,54010038,35020800,91.8,776580975.56
817,54092185,35020800,109.9,775401622.25
818,54056463,35020800,91.7,775914029.00
819,54000649,35020800,91.8,776715998.36
820,54130852,35020800,109.9,774847733.78
821,54120314,35020800,91.6,774998607.73
822,54115630,35020800,109.9,775065688.05
823,54149203,35020800,91.5,774585140.25
824,54063185,35020800,110.0,775817554.96
825,54105167,35020800,91.6,775215572.29
826,54280443,35020800,109.6,772712337.66
827,53970408,35020800,91.8,777151212.20
828,53910667,35020800,110.3,778012410.79
829,54175407,35020800,91.5,774210482.63
830,54026204,35020800,91.7,776348602.99
831,54194888,35020800,109.7,773932183.42
832,54084241,35020800,91.6,775515514.77
833,54200852,35020800,109.7,773847023.66
834,54010333,35020800,91.7,776576733.94
835,54013574,35024896,110.1,776530136.67
836,54039816,35024896,91.7,776153049.82
837,53937204,35024896,110.2,777629630.19
838,54094518,35024896,91.6,775368180.56
839,54084186,35024896,110.0,775516303.42
840,54332721,35024896,91.2,771968847.28
841,54039704,35024896,91.7,776154658.43
842,54051611,35024896,110.0,775983679.75
843,54002927,35024896,91.8,776683234.23
844,54013649,35028992,110.1,776529058.42
845,54063240,35028992,91.5,775816765.70
846,54080556,35028992,110.0,775568357.69
847,54052685,35028992,91.7,775968261.34
848,54077611,35028992,110.0,775610594.19
849,54272739,35028992,91.3,772822023.96
850,54160537,35028992,109.8,774423045.33
851,54150074,35028992,91.5,774572681.10
852,54249036,35028992,91.3,773159692.64
853,54144482,35028992,109.8,774652678.37
854,54249869,35028992,91.4,773147820.87
855,54302999,35028992,109.5,772391373.82
856,54200740,35028992,91.3,773848622.73
857,54143852,35028992,109.7,774661691.97
858,54317610,35028992,91.3,772183606.75
859,54082667,35028992,110.0,775538085.06
860,54035111,35028992,91.6,776220631.80
861,54129852,35028992,109.9,774862048.39
862,54161388,35028992,91.5,774410877.36
863,54111667,35028992,109.8,775122451.87
864,60773820,35028992,97.9,690151910.81
865,54185537,35028992,91.3,774065743.78
866,54163592,35028992,109.4,774379365.39
867,54264388,35028992,91.3,772940957.15
868,54028815,35028992,91.7,776311085.11
869,54091926,35028992,109.9,775405334.98
870,54149277,35028992,91.5,774584081.70
871,54075389,35028992,110.0,775642464.63
872,54202536,35028992,91.4,773822981.27
873,54204907,35028992,109.7,773789133.15
874,54140037,35028992,91.5,774716278.82
875,54253999,35028992,91.3,773088966.22
876,54254555,35028992,109.6,773081043.61
877,54184037,35028992,91.4,774087172.57
878,54138425,35033088,109.8,774739346.41
879,57781186,35033088,103.0,725896626.63
880,54210944,35033088,91.4,773702963.00
881,54403183,35033088,109.3,770969007.46
882,54361184,35033088,91.2,771564651.72
883,54074000,35033088,109.9,775662388.58
884,54150407,35033088,91.5,774567917.84
885,54071389,35033088,91.7,775699843.78
886,54154093,35033088,109.8,774515196.85
887,54063796,35033088,91.7,775808787.09
888,54169351,35033088,109.8,774297037.45
889,54277203,35033088,91.3,772758463.62
890,54247036,35033088,109.6,773188197.78
891,54012926,35033088,91.8,776539452.80
892,54127352,35033088,109.9,774897837.23
893,54172167,35033088,91.5,774256787.62
894,54192314,35033088,109.7,773968943.27
895,54169556,35033088,91.5,774294107.19
896,54055593,35033088,110.0,775926516.98
897,54074889,35033088,91.6,775649636.56
898,54057407,35033088,91.7,775900479.28
899,54343665,35033088,109.5,771813384.32
900,54028945,35033088,91.7,776309217.22
901,54110019,35033088,109.9,775146059.36
902,54115482,35033088,91.6,775067807.77
903,54135444,35033088,109.8,774782007.88
904,54203055,35033088,91.4,773815571.83
905,54107111,35033088,109.9,775187719.78
906,54076685,35033088,109.9,775623875.61
907,54092371,35037184,91.6,775398955.98
908,54108130,35037184,109.9,775173120.93
909,54022167,35037184,91.7,776406618.42
910,54037259,35037184,91.7,776189776.76
911,54219444,35037184,109.7,773581669.34
912,54060593,35037184,91.6,775854752.46
913,54208795,35037184,109.7,773733634.92
914,53991278,35037184,91.8,776850809.13
915,54114852,35037184,91.6,775076831.03
916,54150500,35037184,109.8,774566587.57
917,54152333,35037184,91.5,774540369.29
918,54243647,35037184,109.6,773236504.54
919,54060574,35037184,91.7,775855025.14
920,54330609,35037184,109.4,771998856.11
921,54191888,35041280,91.4,773975027.41
922,54126222,35041280,109.9,774914014.87
923,54078963,35041280,91.6,775591203.55
924,53984556,35041280,110.2,776947540.33
925,53959945,35041280,91.8,777301904.22
926,53998982,35041280,91.7,776739976.32
927,54143555,35041280,109.8,774665941.31
928,54056463,35041280,91.7,775914029.00
929,53971760,35041280,110.1,777131744.45
930,54214906,35041280,91.4,773646421.15
931,54242055,35041280,109.6,773259198.97
932,54057315,35041280,91.7,775901799.78
933,54190870,35041280,109.7,773989566.88
934,54185351,35041280,91.4,774068400.89
935,54314776,35041280,109.5,772223897.23
936,54205666,35041280,91.4,773778298.38
937,55731936,35041280,106.7,752587672.53
938,54168815,35041280,91.5,774304699.12
939,54254906,35041280,109.5,773076042.19
940,54147722,35041280,109.8,774606326.01
941,54220814,35041280,91.4,773562123.21
942,54116907,35041280,109.8,775047398.77
943,54151778,35041280,91.5,774548307.54
944,54092852,35041280,109.9,775392061.04
945,54248499,35041280,91.3,773167346.07
946,54145797,35041280,91.5,774633864.93
947,54184981,35041280,109.8,774073686.58
948,54310943,35041280,91.2,772278397.01
949,54119982,35041280,109.9,775003361.97
950,54211222,35041280,91.4,773698995.39
951,54164185,35041280,109.8,774370887.33
952,54172721,35041280,91.5,774248869.65
953,54103703,35041280,91.6,775236548.97
954,54283222,35041280,109.5,772672779.08
955,54196667,35041280,91.4,773906779.18
956,54005464,35041280,110.1,776646748.19
957,59862473,35041280,99.4,700658791.69
958,54093778,35041280,91.6,775378787.56
959,54274703,35041280,109.6,772794058.40
960,54220222,35041280,91.4,773570569.30
961,54108629,35041280,109.9,775165972.14
962,54127722,35041280,91.6,774892540.28
963,54142315,35045376,109.8,774683683.18
964,57917500,35045376,85.6,724188164.20
965,54139888,35045376,109.9,774718410.94
966,54214000,35045376,91.4,773659349.98
967,54130019,35045376,91.5,774859657.82
968,54244648,35045376,109.6,773222235.68
969,54148388,35045376,109.8,774596798.71
970,54033241,35045376,91.6,776247495.50
971,54024945,35049472,110.1,776366695.05
972,54123425,35049472,91.5,774954061.02
973,54211777,35049472,109.7,773691074.54
974,53992611,35049472,91.8,776831629.79
975,54308185,35049472,109.5,772317616.58
976,54227499,35049472,91.4,773466760.84
977,54441646,35049472,109.2,770424318.18
978,54076889,35049472,91.6,775620949.64
979,55716418,35049472,106.7,752797281.40
980,54161500,35049472,91.4,774409275.96
981,54174555,35049472,109.8,774222658.59
982,54134630,35049472,91.5,774793657.96
983,54289629,35049472,109.4,772581591.96
984,54187111,35049472,91.5,774043259.11
985,54365092,35049472,91.2,771509188.29
986,54281129,35049472,109.6,772702572.20
987,54169093,35049472,91.5,774300725.32
988,54201518,35049472,109.7,773837515.03
989,54154499,35049472,91.5,774509390.25
990,54267036,35049472,109.6,772903240.93
991,54154833,35049472,91.5,774504613.47
992,54156296,35049472,109.8,774483690.69
993,54154740,35049472,91.5,774505943.52
994,54265610,35049472,109.6,772923551.40
995,54130185,35049472,91.6,774857281.57
996,54111444,35049472,109.9,775125646.25
997,54087704,35049472,91.6,775465861.89
998,54143611,35049472,91.5,774665140.08
999,59673343,35049472,99.7,702879475.01
1000,54191592,35049472,109.7,773979254.94
