Trial,Enc_Latency_ns,Enc_RAM_Bytes,CPU_Percent,Enc_Throughput_bps
368,58386090,34959360,101.9,718376037.85
369,58298813,34959360,102.1,719451492.09
370,58495386,34959360,101.7,717033784.51
371,58538405,34959360,84.6,716506847.09
372,58406405,34959360,101.5,718126171.26
373,58541720,34959360,101.7,716466273.97
374,58325295,34959360,102.0,719124832.54
375,58208573,34959360,102.2,720566848.46
376,58248721,34959360,85.1,720070196.91
377,58375201,34959360,101.9,718510039.91
378,58428942,34959360,101.8,717849178.24
379,58311702,34959360,102.0,719292467.23
380,58467072,34959360,101.7,717381024.31
381,58296868,34959360,102.1,719475495.66
382,58434146,34959360,101.9,717785248.37
383,58254684,34959360,102.2,719996489.90
384,58304369,34959360,102.1,719382933.38
385,58360072,34959360,85.0,718696303.18
386,58290702,34959360,102.1,719551601.90
387,58495387,34959360,101.7,717033772.25
388,58566015,34959360,101.5,716169061.53
389,58256165,34959360,101.8,719978186.00
390,58407072,34959360,84.9,718117970.37
391,58288295,34959360,102.0,719581315.60
392,58388146,34959360,101.9,718350741.95
393,58305072,34959360,102.1,719374259.58
394,58284387,34959360,102.1,719629563.92
395,58237646,34959360,102.2,720207132.00
396,58316331,34959360,102.0,719235371.65
397,58330721,34959360,101.9,719057938.61
398,58328665,34959360,85.0,719083284.35
399,58377331,34959360,101.9,718483823.80
400,58280683,34959360,102.1,719675299.62
401,58275924,34959360,119.1,719734070.63
402,58350758,34967552,102.0,718811022.13
403,58279647,34967552,85.0,719688092.83
404,58353591,34967552,102.0,718776124.68
405,58631589,34967552,101.4,715368092.79
406,58419738,34967552,101.5,717962275.01
407,58383535,34967552,101.9,718407475.67
408,58217832,34967552,102.2,720452249.06
409,58273666,34967552,102.1,719761959.03
410,58276906,34967552,102.1,719721942.69
411,58278813,34971648,102.1,719698391.94
412,58276887,34971648,85.1,719722177.34
413,58354201,34971648,102.0,718768611.02
414,58427109,34971648,101.8,717871698.91
415,58271887,34971648,102.0,719783932.86
416,58405701,34971648,101.9,718134827.28
417,58210073,34971648,85.1,720548280.36
418,58214647,34971648,102.2,720491665.95
419,58267924,34971648,102.1,719832887.82
420,58546664,34971648,101.6,716405771.64
421,58438128,34971648,101.8,717736338.17
422,58795162,34971648,101.1,713377879.63
423,58427183,34971648,101.5,717870789.70
424,58368424,34971648,102.0,718593464.16
425,58322535,34971648,102.0,719158863.72
426,58300887,34971648,85.1,719425898.27
427,58261536,34971648,102.1,719911812.83
428,58291720,34971648,102.1,719539035.73
429,58234647,34971648,102.1,720244221.62
430,58378776,34975744,101.9,718466039.78
431,58361627,34975744,101.9,718677154.08
432,58199850,34975744,102.3,720674847.10
433,58429794,34975744,101.9,717838710.85
434,58225944,34975744,85.1,720351876.13
435,58299387,34975744,102.1,719444408.57
436,58237646,34975744,102.2,720207132.00
437,58336072,34975744,102.0,718991981.50
438,58404776,34975744,101.8,718146200.92
439,58472572,34975744,101.7,717313546.60
440,58401424,34975744,101.6,718187419.54
441,58394664,34975744,101.9,718270559.79
442,58317572,34975744,85.0,719220066.29
443,58230295,34975744,102.1,720298051.04
444,58208647,34975744,102.2,720565932.41
445,58166610,34975744,102.3,721086685.30
446,58323868,34975744,102.0,719142427.25
447,58206091,34975744,102.2,720597574.57
448,58478219,34975744,101.8,717244278.59
449,58261517,34975744,102.1,719912047.60
450,58464794,34975744,101.8,717408976.08
451,58191091,34975744,85.2,720783324.03
452,58379831,34975744,101.9,718453056.16
453,58296850,34979840,102.0,719475717.81
454,58423905,34979840,101.9,717911067.40
455,58345275,34979840,101.9,718878572.43
456,58467479,34979840,101.6,717376030.53
457,58481312,34979840,101.4,717206344.48
458,58408887,34979840,101.9,718095655.55
459,58307147,34979840,85.0,719348658.92
460,58220092,34979840,102.2,720424282.39
461,58280683,34979840,102.1,719675299.62
462,58243332,34979840,102.2,720136821.84
463,58199165,34979840,102.2,720683329.39
464,58344536,34979840,102.0,718887677.85
465,58525590,34979840,101.7,716663736.32
466,58371572,34979840,101.9,718554710.16
467,58364090,34979840,101.8,718646825.47
468,58213999,34979840,85.2,720499685.99
469,58321498,34979840,102.0,719171650.91
470,58291443,34979840,102.1,719542454.97
471,58223555,34979840,102.2,720381433.25
472,58478127,34979840,101.7,717245406.99
473,58484312,34979840,101.8,717169554.80
474,58468720,34979840,101.8,717360804.20
475,58405813,34979840,101.9,718133450.18
476,58337368,34979840,85.0,718976008.65
477,58271961,34979840,102.1,719783018.80
478,58268036,34979840,102.1,719831504.19
479,58273740,34979840,102.1,719761045.03
480,58234592,34979840,102.2,720244901.86
