Trial,Latency_ns,RAM_Bytes,CPU_Percent,Throughput_bps
610,157835544,34656256,101.1,265739686.62
611,158159971,34656256,100.9,265194585.80
612,158760895,34656256,100.5,264190800.89
613,159597425,34656256,100.0,262806044.65
614,160363690,34656256,99.5,261550279.87
615,158792582,34656256,100.5,264138081.71
616,158805986,34656256,100.5,264115787.17
617,158431155,34656256,100.7,264740656.60
618,157049075,34656256,95.2,267070455.52
619,160362561,34656256,105.7,261552121.26
620,158996650,34656256,100.3,263799067.46
621,158838678,34656256,100.4,264061427.15
622,159261573,34656256,100.2,263360252.01
623,160081538,34656256,99.6,262011275.78
624,160828828,34660352,99.2,260793842.26
625,160612799,34660352,99.3,261144617.75
626,157479342,34660352,101.3,266340762.33
627,158131805,34660352,100.9,265241821.53
628,157766840,34660352,101.1,265855410.43
629,158164612,34660352,100.9,265186804.24
630,157965798,34660352,94.7,265520565.41
631,159917463,34660352,99.8,262280098.83
632,158219200,34660352,100.8,265095310.81
633,159318262,34660352,100.1,263266542.54
634,159704877,34660352,99.9,262629224.53
635,158500499,34660352,100.7,264624832.51
636,157223813,34660352,95.1,266773634.35
637,158531554,34660352,100.6,264572994.72
638,159813996,34660352,99.8,262449904.58
639,159395695,34660352,100.1,263138650.01
640,159182683,34660352,100.2,263490771.79
641,159785697,34660352,106.0,262496386.02
642,159058548,34660352,100.3,263696409.45
643,159353360,34660352,93.9,263208557.38
644,158533167,34660352,100.6,264570302.82
645,161063104,34660352,99.0,260414501.88
646,159365157,34660352,100.1,263189073.38
647,159605022,34660352,99.9,262793535.41
648,159350857,34660352,100.1,263212691.73
649,158885502,34660352,100.4,263983607.52
650,157670880,34660352,101.2,266017212.56
651,158296895,34660352,100.8,264965197.20
652,158441775,34660352,100.7,264722911.62
653,159343176,34660352,100.1,263225379.67
654,158459178,34660352,94.4,264693838.06
655,158915043,34660352,100.4,263934535.13
656,159137926,34660352,100.3,263564877.68
657,158374884,34660352,100.7,264834719.63
658,158434442,34660352,100.7,264735164.09
659,159150260,34660352,100.2,263544451.64
660,159069080,34660352,100.3,263678950.05
661,159779111,34660352,99.9,262507205.96
662,158541784,34660352,100.6,264555923.00
663,158907489,34660352,100.4,263947081.81
664,159970251,34660352,99.7,262193549.97
665,159393146,34660352,100.0,263142858.10
666,159886710,34664448,99.8,262330546.42
667,157118844,34668544,101.5,266951862.25
668,158515081,34668544,100.6,264600489.34
669,158107004,34668544,94.6,265283427.92
670,159497394,34668544,100.0,262970867.10
671,158311849,34668544,100.8,264940168.82
672,158817543,34668544,100.5,264096567.72
673,159405061,34668544,100.1,263123189.04
674,159226197,34668544,100.2,263418763.94
675,158247070,34668544,100.8,265048623.02
676,157865494,34668544,101.1,265689270.89
677,157213514,34668544,101.5,266791110.59
678,159737614,34668544,99.9,262575400.68
679,158880439,34668544,100.4,263992019.81
680,158992836,34668544,100.4,263805395.61
681,159284147,34668544,100.2,263322928.18
682,159270091,34668544,100.2,263346167.11
683,159801213,34668544,99.8,262470898.77
684,158214719,34668544,100.8,265102818.91
685,160047833,34668544,99.7,262066453.60
686,158985931,34668544,100.4,263816853.08
