Trial,Latency_ns,RAM_Bytes,CPU_Percent,Throughput_bps
1,164703717,29327360,0.0,254658296.51
2,164823843,29327360,96.8,254472697.86
3,164606682,29327360,103.0,254808416.59
4,164435500,29327360,97.0,255073679.35
5,165012653,29327360,102.7,254181526.31
6,164513535,29327360,97.0,254952688.24
7,164758081,29327360,102.9,254574268.80
8,164950372,29327360,96.7,254277498.69
9,164735600,29327360,102.9,254609009.83
10,165063054,29327360,102.7,254103913.53
