Trial,Latency_ns,RAM_Bytes,CPU_Percent,Throughput_bps
1,164502697,29306880,0.0,254969485.39
2,164497587,29306880,97.0,254977405.84
3,164323852,29306880,103.1,255246986.30
4,164018605,29306880,97.3,255722013.98
5,164645832,29306880,96.9,254747827.45
6,164358112,29306880,103.1,255193780.76
7,164469590,29306880,97.0,255020809.62
8,164623436,29306880,103.0,254782484.31
9,164797225,29306880,96.8,254513800.22
10,164877333,29306880,102.8,254390141.06
