Trial,Latency_ns,RAM_Bytes,Throughput_bps
865,495384,13819904,1058346656.33
866,495587,13819904,1057913141.39
867,495588,13819904,1057911006.72
868,503069,13819904,1042179104.66
869,495792,13819904,1057475715.62
870,495439,13819904,1058229166.46
871,495754,13819904,1057556772.11
872,495625,13819904,1057832030.26
873,495625,13819904,1057832030.26
874,495810,13819904,1057437324.78
875,495792,13819904,1057475715.62
876,496421,13819904,1056135820.20
877,496106,13819904,1056806408.31
878,495513,13819904,1058071130.32
879,495791,13819904,1057477848.53
880,496106,13824000,1056806408.31
881,495866,13824000,1057317904.43
882,495717,13828096,1057635707.47
883,503810,13828096,1040646275.38
884,495921,13828096,1057200642.84
885,495625,13828096,1057832030.26
886,495643,13828096,1057793613.55
887,495884,13828096,1057279525.05
888,495607,13828096,1057870449.77
889,495755,13828096,1057554638.88
890,503291,13828096,1041719402.89
891,495977,13828096,1057081275.95
892,495718,13828096,1057633573.93
893,496069,13828096,1056885231.69
894,495884,13828096,1057279525.05
895,495681,13828096,1057712520.75
896,495791,13828096,1057477848.53
897,495718,13828096,1057633573.93
898,504514,13828096,1039194155.17
899,495903,13828096,1057239016.50
900,495624,13828096,1057834164.61
901,495755,13828096,1057554638.88
902,495829,13828096,1057396804.14
903,495588,13828096,1057911006.72
904,495662,13828096,1057753065.60
905,503181,13828096,1041947132.34
906,496125,13828096,1056765936.00
907,495903,13828096,1057239016.50
908,495643,13828096,1057793613.55
909,495662,13828096,1057753065.60
910,495643,13828096,1057793613.55
911,495533,13828096,1058028425.96
912,503125,13828096,1042063105.59
913,495718,13828096,1057633573.93
914,495662,13828096,1057753065.60
915,495810,13828096,1057437324.78
916,495792,13828096,1057475715.62
917,495792,13828096,1057475715.62
918,495699,13828096,1057674112.72
919,495736,13828096,1057595171.62
920,503236,13828096,1041833255.17
921,495699,13828096,1057674112.72
922,495865,13828096,1057320036.70
923,495736,13828096,1057595171.62
924,495921,13828096,1057200642.84
925,495514,13828096,1058068995.02
926,495551,13828096,1057989994.98
927,503384,13828096,1041526945.63
928,495587,13828096,1057913141.39
929,495754,13828096,1057556772.11
930,495606,13828096,1057872584.27
931,495976,13828096,1057083407.26
932,495606,13828096,1057872584.27
933,495366,13828096,1058385113.23
934,495328,13828096,1058466309.19
935,503421,13828096,1041450396.39
936,495533,13828096,1058028425.96
937,495588,13828096,1057911006.72
938,495643,13828096,1057793613.55
939,495662,13828096,1057753065.60
940,495551,13828096,1057989994.98
941,495661,13828096,1057755199.62
942,505513,13828096,1037140488.97
943,495903,13828096,1057239016.50
944,496069,13832192,1056885231.69
945,495810,13832192,1057437324.78
946,496255,13836288,1056489103.38
947,495866,13836288,1057317904.43
948,495625,13836288,1057832030.26
949,504255,13836288,1039727915.44
950,495791,13836288,1057477848.53
951,495717,13836288,1057635707.47
952,495995,13836288,1057042913.74
953,495644,13836288,1057791479.37
954,495717,13836288,1057635707.47
955,495829,13836288,1057396804.14
956,495607,13836288,1057870449.77
957,503588,13836288,1041105030.30
958,495902,13836288,1057241148.45
959,495736,13836288,1057595171.62
960,495570,13836288,1057949431.97
961,495402,13836288,1058308202.23
962,495550,13836288,1057992129.96
963,495699,13836288,1057674112.72
964,503143,13836288,1042025825.66
965,496051,13836288,1056923582.45
966,495903,13836288,1057239016.50
967,495587,13836288,1057913141.39
968,495809,13836288,1057439457.53
969,495588,13836288,1057911006.72
970,495699,13836288,1057674112.72
971,495607,13836288,1057870449.77
972,496014,13836288,1057002423.32
973,495607,13836288,1057870449.77
974,495792,13836288,1057475715.62
975,495551,13836288,1057989994.98
976,495588,13836288,1057911006.72
977,495736,13836288,1057595171.62
978,495551,13836288,1057989994.98
979,503550,13836288,1041183596.47
980,496033,13836288,1056961936.00
981,495976,13836288,1057083407.26
982,495458,13836288,1058188585.11
983,495607,13836288,1057870449.77
984,495810,13836288,1057437324.78
985,495791,13836288,1057477848.53
986,503329,13836288,1041640755.85
987,495958,13836288,1057121772.41
988,495644,13836288,1057791479.37
989,495476,13836288,1058150142.49
990,495569,13836288,1057951566.78
991,495736,13836288,1057595171.62
992,495551,13836288,1057989994.98
993,495717,13836288,1057635707.47
994,504218,13836288,1039804211.67
995,495754,13836288,1057556772.11
996,495717,13836288,1057635707.47
997,495662,13836288,1057753065.60
998,495606,13836288,1057872584.27
999,495569,13836288,1057951566.78
1000,495810,13836288,1057437324.78
